loyalty_number,segment_name,churn_probability,risk_tier,recency_months,alltime_total_flights_sum,months_inactive,churned,action,channel,timing,goal,cost_usd,est_retention_lift,action_key,clv_proxy,est_roi
107212,Frequent Redeemers,0.0001131599248001253,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6842.58,135.85
107296,Dormant Members,0.0001176637685548911,Low Risk,1.0,21,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,21892.94,436.86
107385,Dormant Members,0.007369862412584079,Low Risk,0.0,22,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7155.47,142.11
107420,Dormant Members,0.7948799795853555,High Risk,4.0,18,4,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,15771.39,4681.42
107461,Dormant Members,0.09953753613953266,Low Risk,0.0,18,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2519.92,49.4
107466,Dormant Members,0.05378585586455385,Low Risk,0.0,24,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4285.58,84.71
107487,Dormant Members,6.0268833299713784e-05,Low Risk,0.0,18,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7805.31,155.11
107519,Seasonal Travelers,0.9790271960414961,High Risk,2.0,41,2,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5470.06,1591.02
107571,Dormant Members,0.0014135818223374394,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7486.09,148.72
107649,Seasonal Travelers,0.0010082167392441175,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5879.18,116.58
107719,Dormant Members,0.0007100507986101353,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2345.08,45.9
107730,Frequent Redeemers,0.00024373705983258976,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,26511.6,529.23
107835,High Value Loyalists,0.0004085284113540057,Low Risk,0.0,5,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3495.89,68.92
107902,Frequent Redeemers,0.0019404494364066807,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4369.5,86.39
107993,Frequent Redeemers,0.0023549304137549776,Low Risk,1.0,32,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,23740.12,473.8
108264,Seasonal Travelers,0.000478557400803491,Low Risk,0.0,68,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2515.41,49.31
108346,High Value Loyalists,0.9615816780427727,High Risk,4.0,10,4,1,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,4854.75,577.57
108367,At Risk Premium,0.9809115740050345,High Risk,11.0,14,11,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,3528.04,852.01
108381,Frequent Redeemers,0.000848360881434854,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3289.13,64.78
108430,Seasonal Travelers,0.0009986370269169924,Low Risk,0.0,47,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,30081.37,600.63
108440,Frequent Redeemers,0.027348321510816287,Low Risk,1.0,35,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7842.87,155.86
108462,Frequent Redeemers,0.0015483913141785763,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8186.1,162.72
108481,High Value Loyalists,0.9999600863184697,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,11633.58,3440.07
108528,Seasonal Travelers,0.009015837411062643,Low Risk,1.0,51,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7858.11,156.16
108625,Seasonal Travelers,0.007994570944812847,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,15470.6,308.41
108666,Dormant Members,0.00045935446578234415,Low Risk,0.0,26,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12036.62,239.73
108857,At Risk Premium,0.9926819427017101,High Risk,9.0,10,9,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5719.09,1665.73
108896,At Risk Premium,0.9903548769371787,High Risk,12.0,9,12,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,32196.6,8019.15
108907,Frequent Redeemers,0.0027733503393737296,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2337.36,45.75
109022,Dormant Members,0.012589544117065652,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2991.42,58.83
109023,Frequent Redeemers,0.0004467469594726508,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6005.85,119.12
109029,High Value Loyalists,0.000978967764517961,Low Risk,1.0,2,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5812.0,115.24
109203,Frequent Redeemers,0.15557110901811144,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8092.88,160.86
109399,Frequent Redeemers,0.516663132099031,Medium Risk,3.0,33,3,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,4376.08,520.13
109478,Seasonal Travelers,0.044290473379971135,Low Risk,1.0,44,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,20998.26,418.97
109495,Seasonal Travelers,0.0018315280519968623,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11218.44,223.37
109517,Frequent Redeemers,0.17875240451988905,Low Risk,3.0,34,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,21295.51,424.91
109552,Dormant Members,0.005716360111320922,Low Risk,1.0,22,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14166.2,282.32
109612,Dormant Members,0.5824209958563825,Medium Risk,5.0,17,5,1,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,6827.18,814.26
109660,Seasonal Travelers,0.03913621840908179,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3543.23,69.86
109767,Seasonal Travelers,0.004119774144746821,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3886.65,76.73
109840,Dormant Members,0.06835722216829158,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4916.37,97.33
109896,Seasonal Travelers,0.003017211875015822,Low Risk,1.0,42,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3884.86,76.7
109903,Frequent Redeemers,0.02982216930798575,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5107.16,101.14
109956,At Risk Premium,0.9846526140985951,High Risk,11.0,16,11,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,5137.85,1254.46
110001,Frequent Redeemers,0.4840385293479998,Medium Risk,1.0,32,1,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,8173.5,975.82
110030,At Risk Premium,0.9985565048109157,High Risk,19.0,12,19,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,3387.78,816.94
110065,Seasonal Travelers,0.7249287488226603,High Risk,0.0,53,0,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,13432.0,3979.6
110073,High Value Loyalists,0.9999436860113696,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8364.56,2459.37
110099,Frequent Redeemers,0.0014065732590006939,Low Risk,1.0,36,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4731.84,93.64
110142,Seasonal Travelers,0.9751004926285495,High Risk,2.0,41,2,1,Earn 3x Miles for Next 30 Days,App Notification + Email,Immediate,Boost frequency among moderate flyers,12,0.1,mileage_bonus,4866.65,474.66
110170,High Value Loyalists,1.3685812556656429e-05,Low Risk,0.0,7,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5532.46,109.65
110211,At Risk Premium,0.9796092862238227,High Risk,12.0,26,12,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,12036.62,2979.16
110262,Frequent Redeemers,0.05086081800809886,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9427.68,187.55
110296,Frequent Redeemers,0.0011209021921400593,Low Risk,1.0,34,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2396.22,46.92
110394,Seasonal Travelers,0.00011930599052217673,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2565.12,50.3
110422,High Value Loyalists,1.1125045779490016e-05,Low Risk,1.0,14,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2414.77,47.3
110476,Seasonal Travelers,0.000498039319842401,Low Risk,0.0,47,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6098.46,120.97
110603,High Value Loyalists,0.9999760831000648,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5246.28,1523.88
110678,Frequent Redeemers,0.05190343093150997,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3933.81,77.68
110691,Frequent Redeemers,0.07377508702369277,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4722.24,93.44
110752,Frequent Redeemers,3.0334418825748634e-05,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5154.05,102.08
111022,Dormant Members,0.0005752976146865384,Low Risk,1.0,28,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14635.45,291.71
111034,Seasonal Travelers,0.016709988732560917,Low Risk,2.0,49,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11790.5,234.81
111171,Frequent Redeemers,0.0026857512035473484,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4628.28,91.57
111176,Frequent Redeemers,0.4005415731267883,Medium Risk,4.0,37,4,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,4568.82,543.26
111255,Seasonal Travelers,0.020066498704364905,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4122.96,81.46
111286,Frequent Redeemers,0.006936847502509636,Low Risk,1.0,32,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10382.38,206.65
111329,Frequent Redeemers,0.00011465934580499021,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3585.94,70.72
111387,High Value Loyalists,0.9998625180980277,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5793.16,1687.95
111485,Seasonal Travelers,0.0003330059764020118,Low Risk,0.0,51,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2989.96,58.8
111507,Dormant Members,0.016863511459721446,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,17556.99,350.14
111573,Seasonal Travelers,0.028082726498960663,Low Risk,1.0,42,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14349.86,286.0
111584,Dormant Members,0.004922534675071038,Low Risk,0.0,25,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4163.79,82.28
111646,At Risk Premium,0.9652799124292464,High Risk,13.0,24,13,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,5015.01,1223.75
111788,Seasonal Travelers,0.5552362895060677,Medium Risk,4.0,65,4,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,4935.19,587.22
111899,At Risk Premium,0.9816794430502026,High Risk,13.0,16,13,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,13021.09,3225.27
111912,Seasonal Travelers,0.001800502193230281,Low Risk,0.0,47,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5592.46,110.85
112026,Seasonal Travelers,0.0010127443575868077,Low Risk,0.0,56,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9670.18,192.4
112142,Dormant Members,0.9319225831116994,High Risk,8.0,29,8,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,16272.74,4831.82
112226,Seasonal Travelers,0.029164475929501076,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4686.47,92.73
112393,Seasonal Travelers,0.026914371361316396,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6763.18,134.26
112522,Frequent Redeemers,0.032932075758085946,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5636.74,111.73
112632,Seasonal Travelers,0.0007934063877851794,Low Risk,0.0,47,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9006.6,179.13
112661,At Risk Premium,0.9957424831563556,High Risk,19.0,10,19,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4523.75,1100.94
112678,Frequent Redeemers,0.02012225353478787,Low Risk,2.0,29,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,35537.85,709.76
112709,Frequent Redeemers,0.002518687703192591,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4834.4,95.69
